x,y,z,rx,ry,rz,时间戳(秒)
400.0,-5.38,200.0,180.0,0.0,0.0,4.78
400.0,-5.13,200.0,180.0,0.0,0.0,4.79
400.0,-4.88,200.0,180.0,0.0,0.0,4.8
400.0,-4.63,200.0,180.0,0.0,0.0,4.81
400.0,-4.379,200.0,180.0,0.0,0.0,4.82
400.0,-4.129,200.0,180.0,0.0,0.0,4.83
400.0,-3.879,200.0,180.0,0.0,0.0,4.84
400.0,-3.629,200.0,180.0,0.0,0.0,4.85
400.0,-3.378,200.0,180.0,0.0,0.0,4.86
400.0,-3.128,200.0,180.0,0.0,0.0,4.87
400.0,-2.878,200.0,180.0,0.0,0.0,4.88
400.0,-2.628,200.0,180.0,0.0,0.0,4.89
400.0,-2.377,200.0,180.0,0.0,0.0,4.9
400.0,-2.127,200.0,180.0,0.0,0.0,4.91
400.0,-1.877,200.0,180.0,0.0,0.0,4.92
400.0,-1.627,200.0,180.0,0.0,0.0,4.93
400.0,-1.376,200.0,180.0,0.0,0.0,4.94
400.0,-1.126,200.0,180.0,0.0,0.0,4.95
400.0,-0.876,200.0,180.0,0.0,0.0,4.96
400.0,-0.626,200.0,180.0,0.0,0.0,4.97
400.0,-0.375,200.0,180.0,0.0,0.0,4.98
400.0,-0.125,200.0,180.0,0.0,0.0,4.99
400.0,0.125,200.0,180.0,0.0,0.0,5.0
400.0,0.375,200.0,180.0,0.0,0.0,5.01
400.0,0.626,200.0,180.0,0.0,0.0,5.02
400.0,0.876,200.0,180.0,0.0,0.0,5.03
400.0,1.126,200.0,180.0,0.0,0.0,5.04
400.0,1.376,200.0,180.0,0.0,0.0,5.05
400.0,1.627,200.0,180.0,0.0,0.0,5.06
400.0,1.877,200.0,180.0,0.0,0.0,5.07
400.0,2.127,200.0,180.0,0.0,0.0,5.08
400.0,2.377,200.0,180.0,0.0,0.0,5.09
400.0,2.628,200.0,180.0,0.0,0.0,5.1
400.0,2.878,200.0,180.0,0.0,0.0,5.11
400.0,3.128,200.0,180.0,0.0,0.0,5.12
400.0,3.378,200.0,180.0,0.0,0.0,5.13
400.0,3.629,200.0,180.0,0.0,0.0,5.14
400.0,3.879,200.0,180.0,0.0,0.0,5.15
400.0,4.129,200.0,180.0,0.0,0.0,5.16
400.0,4.379,200.0,180.0,0.0,0.0,5.17
400.0,4.63,200.0,180.0,0.0,0.0,5.18
400.0,4.88,200.0,180.0,0.0,0.0,5.19
400.0,5.13,200.0,180.0,0.0,0.0,5.2
400.0,5.38,200.0,180.0,0.0,0.0,5.21
400.0,5.631,200.0,180.0,0.0,0.0,5.22
400.0,5.881,200.0,180.0,0.0,0.0,5.23
400.0,6.131,200.0,180.0,0.0,0.0,5.24
400.0,6.381,200.0,180.0,0.0,0.0,5.25
400.0,6.632,200.0,180.0,0.0,0.0,5.26
400.0,6.882,200.0,180.0,0.0,0.0,5.27
400.0,7.132,200.0,180.0,0.0,0.0,5.28
400.0,7.382,200.0,180.0,0.0,0.0,5.29
400.0,7.633,200.0,180.0,0.0,0.0,5.3
400.0,7.883,200.0,180.0,0.0,0.0,5.31
400.0,8.133,200.0,180.0,0.0,0.0,5.32
400.0,8.383,200.0,180.0,0.0,0.0,5.33
400.0,8.634,200.0,180.0,0.0,0.0,5.34
400.0,8.884,200.0,180.0,0.0,0.0,5.35
400.0,9.134,200.0,180.0,0.0,0.0,5.36
400.0,9.384,200.0,180.0,0.0,0.0,5.37
400.0,9.635,200.0,180.0,0.0,0.0,5.38
400.0,9.885,200.0,180.0,0.0,0.0,5.39
400.0,10.135,200.0,180.0,0.0,0.0,5.4
400.0,10.385,200.0,180.0,0.0,0.0,5.41
400.0,10.636,200.0,180.0,0.0,0.0,5.42
400.0,10.886,200.0,180.0,0.0,0.0,5.43
400.0,11.136,200.0,180.0,0.0,0.0,5.44
400.0,11.386,200.0,180.0,0.0,0.0,5.45
400.0,11.637,200.0,180.0,0.0,0.0,5.46
400.0,11.887,200.0,180.0,0.0,0.0,5.47
400.0,12.137,200.0,180.0,0.0,0.0,5.48
400.0,12.387,200.0,180.0,0.0,0.0,5.49
400.0,12.638,200.0,180.0,0.0,0.0,5.5
400.0,12.888,200.0,180.0,0.0,0.0,5.51
400.0,13.138,200.0,180.0,0.0,0.0,5.52
400.0,13.388,200.0,180.0,0.0,0.0,5.53
400.0,13.639,200.0,180.0,0.0,0.0,5.54
400.0,13.889,200.0,180.0,0.0,0.0,5.55
400.0,14.139,200.0,180.0,0.0,0.0,5.56
400.0,14.389,200.0,180.0,0.0,0.0,5.57
400.0,14.64,200.0,180.0,0.0,0.0,5.58
400.0,14.89,200.0,180.0,0.0,0.0,5.59
400.0,15.14,200.0,180.0,0.0,0.0,5.6
400.0,15.39,200.0,180.0,0.0,0.0,5.61
400.0,15.641,200.0,180.0,0.0,0.0,5.62
400.0,15.891,200.0,180.0,0.0,0.0,5.63
400.0,16.141,200.0,180.0,0.0,0.0,5.64
400.0,16.391,200.0,180.0,0.0,0.0,5.65
400.0,16.642,200.0,180.0,0.0,0.0,5.66
400.0,16.892,200.0,180.0,0.0,0.0,5.67
400.0,17.142,200.0,180.0,0.0,0.0,5.68
400.0,17.392,200.0,180.0,0.0,0.0,5.69
400.0,17.643,200.0,180.0,0.0,0.0,5.7
400.0,17.893,200.0,180.0,0.0,0.0,5.71
400.0,18.143,200.0,180.0,0.0,0.0,5.72
400.0,18.393,200.0,180.0,0.0,0.0,5.73
400.0,18.644,200.0,180.0,0.0,0.0,5.74
400.0,18.894,200.0,180.0,0.0,0.0,5.75
400.0,19.144,200.0,180.0,0.0,0.0,5.76
400.0,19.394,200.0,180.0,0.0,0.0,5.77
400.0,19.645,200.0,180.0,0.0,0.0,5.78
400.0,19.895,200.0,180.0,0.0,0.0,5.79
400.0,20.145,200.0,180.0,0.0,0.0,5.8
400.0,20.395,200.0,180.0,0.0,0.0,5.81
400.0,20.646,200.0,180.0,0.0,0.0,5.82
400.0,20.896,200.0,180.0,0.0,0.0,5.83
400.0,21.146,200.0,180.0,0.0,0.0,5.84
400.0,21.396,200.0,180.0,0.0,0.0,5.85
400.0,21.647,200.0,180.0,0.0,0.0,5.86
400.0,21.897,200.0,180.0,0.0,0.0,5.87
400.0,22.147,200.0,180.0,0.0,0.0,5.88
400.0,22.397,200.0,180.0,0.0,0.0,5.89
400.0,22.648,200.0,180.0,0.0,0.0,5.9
400.0,22.898,200.0,180.0,0.0,0.0,5.91
400.0,23.148,200.0,180.0,0.0,0.0,5.92
400.0,23.398,200.0,180.0,0.0,0.0,5.93
400.0,23.649,200.0,180.0,0.0,0.0,5.94
400.0,23.899,200.0,180.0,0.0,0.0,5.95
400.0,24.149,200.0,180.0,0.0,0.0,5.96
400.0,24.399,200.0,180.0,0.0,0.0,5.97
400.0,24.65,200.0,180.0,0.0,0.0,5.98
400.0,24.9,200.0,180.0,0.0,0.0,5.99
400.0,25.15,200.0,180.0,0.0,0.0,6.0
400.0,25.4,200.0,180.0,0.0,0.0,6.01
400.0,25.651,200.0,180.0,0.0,0.0,6.02
400.0,25.901,200.0,180.0,0.0,0.0,6.03
400.0,26.151,200.0,180.0,0.0,0.0,6.04
400.0,26.401,200.0,180.0,0.0,0.0,6.05
400.0,26.652,200.0,180.0,0.0,0.0,6.06
400.0,26.902,200.0,180.0,0.0,0.0,6.07
400.0,27.152,200.0,180.0,0.0,0.0,6.08
400.0,27.402,200.0,180.0,0.0,0.0,6.09
400.0,27.653,200.0,180.0,0.0,0.0,6.1
400.0,27.903,200.0,180.0,0.0,0.0,6.11
400.0,28.153,200.0,180.0,0.0,0.0,6.12
400.0,28.403,200.0,180.0,0.0,0.0,6.13
400.0,28.654,200.0,180.0,0.0,0.0,6.14
400.0,28.904,200.0,180.0,0.0,0.0,6.15
400.0,29.154,200.0,180.0,0.0,0.0,6.16
400.0,29.404,200.0,180.0,0.0,0.0,6.17
400.0,29.655,200.0,180.0,0.0,0.0,6.18
400.0,29.905,200.0,180.0,0.0,0.0,6.19
400.0,30.155,200.0,180.0,0.0,0.0,6.2
400.0,30.405,200.0,180.0,0.0,0.0,6.21
400.0,30.656,200.0,180.0,0.0,0.0,6.22
400.0,30.906,200.0,180.0,0.0,0.0,6.23
400.0,31.156,200.0,180.0,0.0,0.0,6.24
400.0,31.406,200.0,180.0,0.0,0.0,6.25
400.0,31.657,200.0,180.0,0.0,0.0,6.26
400.0,31.907,200.0,180.0,0.0,0.0,6.27
400.0,32.157,200.0,180.0,0.0,0.0,6.28
400.0,32.407,200.0,180.0,0.0,0.0,6.29
400.0,32.658,200.0,180.0,0.0,0.0,6.3
400.0,32.908,200.0,180.0,0.0,0.0,6.31
400.0,33.158,200.0,180.0,0.0,0.0,6.32
400.0,33.408,200.0,180.0,0.0,0.0,6.33
400.0,33.659,200.0,180.0,0.0,0.0,6.34
400.0,33.909,200.0,180.0,0.0,0.0,6.35
400.0,34.159,200.0,180.0,0.0,0.0,6.36
400.0,34.409,200.0,180.0,0.0,0.0,6.37
400.0,34.66,200.0,180.0,0.0,0.0,6.38
400.0,34.91,200.0,180.0,0.0,0.0,6.39
400.0,35.16,200.0,180.0,0.0,0.0,6.4
400.0,35.41,200.0,180.0,0.0,0.0,6.41
400.0,35.661,200.0,180.0,0.0,0.0,6.42
400.0,35.911,200.0,180.0,0.0,0.0,6.43
400.0,36.161,200.0,180.0,0.0,0.0,6.44
400.0,36.411,200.0,180.0,0.0,0.0,6.45
400.0,36.662,200.0,180.0,0.0,0.0,6.46
400.0,36.912,200.0,180.0,0.0,0.0,6.47
400.0,37.162,200.0,180.0,0.0,0.0,6.48
400.0,37.412,200.0,180.0,0.0,0.0,6.49
400.0,37.663,200.0,180.0,0.0,0.0,6.5
400.0,37.913,200.0,180.0,0.0,0.0,6.51
400.0,38.163,200.0,180.0,0.0,0.0,6.52
400.0,38.413,200.0,180.0,0.0,0.0,6.53
400.0,38.664,200.0,180.0,0.0,0.0,6.54
400.0,38.914,200.0,180.0,0.0,0.0,6.55
400.0,39.164,200.0,180.0,0.0,0.0,6.56
400.0,39.414,200.0,180.0,0.0,0.0,6.57
400.0,39.665,200.0,180.0,0.0,0.0,6.58
400.0,39.915,200.0,180.0,0.0,0.0,6.59
400.0,40.165,200.0,180.0,0.0,0.0,6.6
400.0,40.415,200.0,180.0,0.0,0.0,6.61
400.0,40.666,200.0,180.0,0.0,0.0,6.62
400.0,40.916,200.0,180.0,0.0,0.0,6.63
400.0,41.166,200.0,180.0,0.0,0.0,6.64
400.0,41.416,200.0,180.0,0.0,0.0,6.65
400.0,41.667,200.0,180.0,0.0,0.0,6.66
400.0,41.917,200.0,180.0,0.0,0.0,6.67
400.0,42.167,200.0,180.0,0.0,0.0,6.68
400.0,42.417,200.0,180.0,0.0,0.0,6.69
400.0,42.668,200.0,180.0,0.0,0.0,6.7
400.0,42.918,200.0,180.0,0.0,0.0,6.71
400.0,43.168,200.0,180.0,0.0,0.0,6.72
400.0,43.418,200.0,180.0,0.0,0.0,6.73
400.0,43.669,200.0,180.0,0.0,0.0,6.74
400.0,43.919,200.0,180.0,0.0,0.0,6.75
400.0,44.169,200.0,180.0,0.0,0.0,6.76
400.0,44.419,200.0,180.0,0.0,0.0,6.77
400.0,44.67,200.0,180.0,0.0,0.0,6.78
400.0,44.92,200.0,180.0,0.0,0.0,6.79
400.0,45.17,200.0,180.0,0.0,0.0,6.8
400.0,45.42,200.0,180.0,0.0,0.0,6.81
400.0,45.671,200.0,180.0,0.0,0.0,6.82
400.0,45.921,200.0,180.0,0.0,0.0,6.83
400.0,46.171,200.0,180.0,0.0,0.0,6.84
400.0,46.421,200.0,180.0,0.0,0.0,6.85
400.0,46.672,200.0,180.0,0.0,0.0,6.86
400.0,46.922,200.0,180.0,0.0,0.0,6.87
400.0,47.172,200.0,180.0,0.0,0.0,6.88
400.0,47.422,200.0,180.0,0.0,0.0,6.89
400.0,47.673,200.0,180.0,0.0,0.0,6.9
400.0,47.923,200.0,180.0,0.0,0.0,6.91
400.0,48.173,200.0,180.0,0.0,0.0,6.92
400.0,48.423,200.0,180.0,0.0,0.0,6.93
400.0,48.674,200.0,180.0,0.0,0.0,6.94
400.0,48.924,200.0,180.0,0.0,0.0,6.95
400.0,49.174,200.0,180.0,0.0,0.0,6.96
400.0,49.424,200.0,180.0,0.0,0.0,6.97
400.0,49.675,200.0,180.0,0.0,0.0,6.98
400.0,49.925,200.0,180.0,0.0,0.0,6.99
400.0,50.175,200.0,180.0,0.0,0.0,7.0
400.0,50.425,200.0,180.0,0.0,0.0,7.01
400.0,50.676,200.0,180.0,0.0,0.0,7.02
400.0,50.926,200.0,180.0,0.0,0.0,7.03
400.0,51.176,200.0,180.0,0.0,0.0,7.04
400.0,51.426,200.0,180.0,0.0,0.0,7.05
400.0,51.677,200.0,180.0,0.0,0.0,7.06
400.0,51.927,200.0,180.0,0.0,0.0,7.07
400.0,52.177,200.0,180.0,0.0,0.0,7.08
400.0,52.427,200.0,180.0,0.0,0.0,7.09
400.0,52.678,200.0,180.0,0.0,0.0,7.1
400.0,52.928,200.0,180.0,0.0,0.0,7.11
400.0,53.178,200.0,180.0,0.0,0.0,7.12
400.0,53.428,200.0,180.0,0.0,0.0,7.13
400.0,53.679,200.0,180.0,0.0,0.0,7.14
400.0,53.929,200.0,180.0,0.0,0.0,7.15
400.0,54.179,200.0,180.0,0.0,0.0,7.16
400.0,54.429,200.0,180.0,0.0,0.0,7.17
400.0,54.68,200.0,180.0,0.0,0.0,7.18
400.0,54.93,200.0,180.0,0.0,0.0,7.19
400.0,55.18,200.0,180.0,0.0,0.0,7.2
400.0,55.43,200.0,180.0,0.0,0.0,7.21
400.0,55.681,200.0,180.0,0.0,0.0,7.22
400.0,55.931,200.0,180.0,0.0,0.0,7.23
400.0,56.181,200.0,180.0,0.0,0.0,7.24
400.0,56.431,200.0,180.0,0.0,0.0,7.25
400.0,56.682,200.0,180.0,0.0,0.0,7.26
400.0,56.932,200.0,180.0,0.0,0.0,7.27
400.0,57.182,200.0,180.0,0.0,0.0,7.28
400.0,57.432,200.0,180.0,0.0,0.0,7.29
400.0,57.683,200.0,180.0,0.0,0.0,7.3
400.0,57.933,200.0,180.0,0.0,0.0,7.31
400.0,58.183,200.0,180.0,0.0,0.0,7.32
400.0,58.433,200.0,180.0,0.0,0.0,7.33
400.0,58.684,200.0,180.0,0.0,0.0,7.34
400.0,58.934,200.0,180.0,0.0,0.0,7.35
400.0,59.184,200.0,180.0,0.0,0.0,7.36
400.0,59.434,200.0,180.0,0.0,0.0,7.37
400.0,59.685,200.0,180.0,0.0,0.0,7.38
400.0,59.935,200.0,180.0,0.0,0.0,7.39
400.0,60.185,200.0,180.0,0.0,0.0,7.4
400.0,60.435,200.0,180.0,0.0,0.0,7.41
400.0,60.686,200.0,180.0,0.0,0.0,7.42
400.0,60.936,200.0,180.0,0.0,0.0,7.43
400.0,61.186,200.0,180.0,0.0,0.0,7.44
400.0,61.436,200.0,180.0,0.0,0.0,7.45
400.0,61.687,200.0,180.0,0.0,0.0,7.46
400.0,61.937,200.0,180.0,0.0,0.0,7.47
400.0,62.187,200.0,180.0,0.0,0.0,7.48
400.0,62.437,200.0,180.0,0.0,0.0,7.49
400.0,62.688,200.0,180.0,0.0,0.0,7.5
400.0,62.938,200.0,180.0,0.0,0.0,7.51
400.0,63.188,200.0,180.0,0.0,0.0,7.52
400.0,63.438,200.0,180.0,0.0,0.0,7.53
400.0,63.689,200.0,180.0,0.0,0.0,7.54
400.0,63.939,200.0,180.0,0.0,0.0,7.55
400.0,64.189,200.0,180.0,0.0,0.0,7.56
400.0,64.439,200.0,180.0,0.0,0.0,7.57
400.0,64.69,200.0,180.0,0.0,0.0,7.58
400.0,64.94,200.0,180.0,0.0,0.0,7.59
400.0,65.19,200.0,180.0,0.0,0.0,7.6
400.0,65.44,200.0,180.0,0.0,0.0,7.61
400.0,65.691,200.0,180.0,0.0,0.0,7.62
400.0,65.941,200.0,180.0,0.0,0.0,7.63
400.0,66.191,200.0,180.0,0.0,0.0,7.64
400.0,66.441,200.0,180.0,0.0,0.0,7.65
400.0,66.692,200.0,180.0,0.0,0.0,7.66
400.0,66.942,200.0,180.0,0.0,0.0,7.67
400.0,67.192,200.0,180.0,0.0,0.0,7.68
400.0,67.442,200.0,180.0,0.0,0.0,7.69
400.0,67.693,200.0,180.0,0.0,0.0,7.7
400.0,67.943,200.0,180.0,0.0,0.0,7.71
400.0,68.193,200.0,180.0,0.0,0.0,7.72
400.0,68.443,200.0,180.0,0.0,0.0,7.73
400.0,68.694,200.0,180.0,0.0,0.0,7.74
400.0,68.944,200.0,180.0,0.0,0.0,7.75
400.0,69.194,200.0,180.0,0.0,0.0,7.76
400.0,69.444,200.0,180.0,0.0,0.0,7.77
400.0,69.695,200.0,180.0,0.0,0.0,7.78
400.0,69.945,200.0,180.0,0.0,0.0,7.79
400.0,70.195,200.0,180.0,0.0,0.0,7.8
400.0,70.445,200.0,180.0,0.0,0.0,7.81
400.0,70.696,200.0,180.0,0.0,0.0,7.82
400.0,70.946,200.0,180.0,0.0,0.0,7.83
400.0,71.196,200.0,180.0,0.0,0.0,7.84
400.0,71.446,200.0,180.0,0.0,0.0,7.85
400.0,71.697,200.0,180.0,0.0,0.0,7.86
400.0,71.947,200.0,180.0,0.0,0.0,7.87
400.0,72.197,200.0,180.0,0.0,0.0,7.88
400.0,72.447,200.0,180.0,0.0,0.0,7.89
400.0,72.698,200.0,180.0,0.0,0.0,7.9
400.0,72.948,200.0,180.0,0.0,0.0,7.91
400.0,73.198,200.0,180.0,0.0,0.0,7.92
400.0,73.448,200.0,180.0,0.0,0.0,7.93
400.0,73.699,200.0,180.0,0.0,0.0,7.94
400.0,73.949,200.0,180.0,0.0,0.0,7.95
400.0,74.199,200.0,180.0,0.0,0.0,7.96
400.0,74.449,200.0,180.0,0.0,0.0,7.97
400.0,74.7,200.0,180.0,0.0,0.0,7.98
400.0,74.95,200.0,180.0,0.0,0.0,7.99
400.0,75.2,200.0,180.0,0.0,0.0,8.0
400.0,75.45,200.0,180.0,0.0,0.0,8.01
400.0,75.701,200.0,180.0,0.0,0.0,8.02
400.0,75.951,200.0,180.0,0.0,0.0,8.03
400.0,76.201,200.0,180.0,0.0,0.0,8.04
400.0,76.451,200.0,180.0,0.0,0.0,8.05
400.0,76.702,200.0,180.0,0.0,0.0,8.06
400.0,76.952,200.0,180.0,0.0,0.0,8.07
400.0,77.202,200.0,180.0,0.0,0.0,8.08
400.0,77.452,200.0,180.0,0.0,0.0,8.09
400.0,77.703,200.0,180.0,0.0,0.0,8.1
400.0,77.953,200.0,180.0,0.0,0.0,8.11
400.0,78.203,200.0,180.0,0.0,0.0,8.12
400.0,78.453,200.0,180.0,0.0,0.0,8.13
400.0,78.704,200.0,180.0,0.0,0.0,8.14
400.0,78.954,200.0,180.0,0.0,0.0,8.15
400.0,79.204,200.0,180.0,0.0,0.0,8.16
400.0,79.454,200.0,180.0,0.0,0.0,8.17
400.0,79.705,200.0,180.0,0.0,0.0,8.18
400.0,79.955,200.0,180.0,0.0,0.0,8.19
400.0,80.205,200.0,180.0,0.0,0.0,8.2
400.0,80.455,200.0,180.0,0.0,0.0,8.21
400.0,80.706,200.0,180.0,0.0,0.0,8.22
400.0,80.956,200.0,180.0,0.0,0.0,8.23
400.0,81.206,200.0,180.0,0.0,0.0,8.24
400.0,81.456,200.0,180.0,0.0,0.0,8.25
400.0,81.707,200.0,180.0,0.0,0.0,8.26
400.0,81.957,200.0,180.0,0.0,0.0,8.27
400.0,82.207,200.0,180.0,0.0,0.0,8.28
400.0,82.457,200.0,180.0,0.0,0.0,8.29
400.0,82.708,200.0,180.0,0.0,0.0,8.3
400.0,82.958,200.0,180.0,0.0,0.0,8.31
400.0,83.208,200.0,180.0,0.0,0.0,8.32
400.0,83.458,200.0,180.0,0.0,0.0,8.33
400.0,83.709,200.0,180.0,0.0,0.0,8.34
400.0,83.959,200.0,180.0,0.0,0.0,8.35
400.0,84.209,200.0,180.0,0.0,0.0,8.36
400.0,84.459,200.0,180.0,0.0,0.0,8.37
400.0,84.71,200.0,180.0,0.0,0.0,8.38
400.0,84.96,200.0,180.0,0.0,0.0,8.39
400.0,85.21,200.0,180.0,0.0,0.0,8.4
400.0,85.46,200.0,180.0,0.0,0.0,8.41
400.0,85.711,200.0,180.0,0.0,0.0,8.42
400.0,85.961,200.0,180.0,0.0,0.0,8.43
400.0,86.211,200.0,180.0,0.0,0.0,8.44
400.0,86.461,200.0,180.0,0.0,0.0,8.45
400.0,86.712,200.0,180.0,0.0,0.0,8.46
400.0,86.962,200.0,180.0,0.0,0.0,8.47
400.0,87.212,200.0,180.0,0.0,0.0,8.48
400.0,87.462,200.0,180.0,0.0,0.0,8.49
400.0,87.713,200.0,180.0,0.0,0.0,8.5
400.0,87.963,200.0,180.0,0.0,0.0,8.51
400.0,88.213,200.0,180.0,0.0,0.0,8.52
400.0,88.463,200.0,180.0,0.0,0.0,8.53
400.0,88.714,200.0,180.0,0.0,0.0,8.54
400.0,88.964,200.0,180.0,0.0,0.0,8.55
400.0,89.214,200.0,180.0,0.0,0.0,8.56
400.0,89.464,200.0,180.0,0.0,0.0,8.57
400.0,89.715,200.0,180.0,0.0,0.0,8.58
400.0,89.965,200.0,180.0,0.0,0.0,8.59
400.0,90.215,200.0,180.0,0.0,0.0,8.6
400.0,90.465,200.0,180.0,0.0,0.0,8.61
400.0,90.716,200.0,180.0,0.0,0.0,8.62
400.0,90.966,200.0,180.0,0.0,0.0,8.63
400.0,91.216,200.0,180.0,0.0,0.0,8.64
400.0,91.466,200.0,180.0,0.0,0.0,8.65
400.0,91.717,200.0,180.0,0.0,0.0,8.66
400.0,91.967,200.0,180.0,0.0,0.0,8.67
400.0,92.217,200.0,180.0,0.0,0.0,8.68
400.0,92.467,200.0,180.0,0.0,0.0,8.69
400.0,92.718,200.0,180.0,0.0,0.0,8.7
400.0,92.968,200.0,180.0,0.0,0.0,8.71
400.0,93.218,200.0,180.0,0.0,0.0,8.72
400.0,93.468,200.0,180.0,0.0,0.0,8.73
400.0,93.719,200.0,180.0,0.0,0.0,8.74
400.0,93.969,200.0,180.0,0.0,0.0,8.75
400.0,94.219,200.0,180.0,0.0,0.0,8.76
400.0,94.469,200.0,180.0,0.0,0.0,8.77
400.0,94.72,200.0,180.0,0.0,0.0,8.78
400.0,94.97,200.0,180.0,0.0,0.0,8.79
400.0,95.22,200.0,180.0,0.0,0.0,8.8
400.0,95.47,200.0,180.0,0.0,0.0,8.81
400.0,95.721,200.0,180.0,0.0,0.0,8.82
400.0,95.971,200.0,180.0,0.0,0.0,8.83
400.0,96.221,200.0,180.0,0.0,0.0,8.84
400.0,96.471,200.0,180.0,0.0,0.0,8.85
400.0,96.722,200.0,180.0,0.0,0.0,8.86
400.0,96.972,200.0,180.0,0.0,0.0,8.87
400.0,97.222,200.0,180.0,0.0,0.0,8.88
400.0,97.472,200.0,180.0,0.0,0.0,8.89
400.0,97.723,200.0,180.0,0.0,0.0,8.9
400.0,97.973,200.0,180.0,0.0,0.0,8.91
400.0,98.223,200.0,180.0,0.0,0.0,8.92
400.0,98.473,200.0,180.0,0.0,0.0,8.93
400.0,98.724,200.0,180.0,0.0,0.0,8.94
400.0,98.974,200.0,180.0,0.0,0.0,8.95
400.0,99.224,200.0,180.0,0.0,0.0,8.96
400.0,99.474,200.0,180.0,0.0,0.0,8.97
400.0,99.725,200.0,180.0,0.0,0.0,8.98
400.0,99.975,200.0,180.0,0.0,0.0,8.99
400.0,100.225,200.0,180.0,0.0,0.0,9.0
400.0,100.475,200.0,180.0,0.0,0.0,9.01
400.0,100.726,200.0,180.0,0.0,0.0,9.02
400.0,100.976,200.0,180.0,0.0,0.0,9.03
400.0,101.226,200.0,180.0,0.0,0.0,9.04
400.0,101.476,200.0,180.0,0.0,0.0,9.05
400.0,101.727,200.0,180.0,0.0,0.0,9.06
400.0,101.977,200.0,180.0,0.0,0.0,9.07
400.0,102.227,200.0,180.0,0.0,0.0,9.08
400.0,102.477,200.0,180.0,0.0,0.0,9.09
400.0,102.728,200.0,180.0,0.0,0.0,9.1
400.0,102.978,200.0,180.0,0.0,0.0,9.11
400.0,103.228,200.0,180.0,0.0,0.0,9.12
400.0,103.478,200.0,180.0,0.0,0.0,9.13
400.0,103.729,200.0,180.0,0.0,0.0,9.14
400.0,103.979,200.0,180.0,0.0,0.0,9.15
400.0,104.229,200.0,180.0,0.0,0.0,9.16
400.0,104.479,200.0,180.0,0.0,0.0,9.17
400.0,104.73,200.0,180.0,0.0,0.0,9.18
400.0,104.98,200.0,180.0,0.0,0.0,9.19
400.0,105.23,200.0,180.0,0.0,0.0,9.2
400.0,105.48,200.0,180.0,0.0,0.0,9.21
400.0,105.731,200.0,180.0,0.0,0.0,9.22
400.0,105.981,200.0,180.0,0.0,0.0,9.23
400.0,106.231,200.0,180.0,0.0,0.0,9.24
400.0,106.481,200.0,180.0,0.0,0.0,9.25
400.0,106.732,200.0,180.0,0.0,0.0,9.26
400.0,106.982,200.0,180.0,0.0,0.0,9.27
400.0,107.232,200.0,180.0,0.0,0.0,9.28
400.0,107.482,200.0,180.0,0.0,0.0,9.29
400.0,107.733,200.0,180.0,0.0,0.0,9.3
400.0,107.983,200.0,180.0,0.0,0.0,9.31
400.0,108.233,200.0,180.0,0.0,0.0,9.32
400.0,108.483,200.0,180.0,0.0,0.0,9.33
400.0,108.734,200.0,180.0,0.0,0.0,9.34
400.0,108.984,200.0,180.0,0.0,0.0,9.35
400.0,109.234,200.0,180.0,0.0,0.0,9.36
400.0,109.484,200.0,180.0,0.0,0.0,9.37
400.0,109.735,200.0,180.0,0.0,0.0,9.38
400.0,109.985,200.0,180.0,0.0,0.0,9.39
400.0,110.235,200.0,180.0,0.0,0.0,9.4
400.0,110.485,200.0,180.0,0.0,0.0,9.41
400.0,110.736,200.0,180.0,0.0,0.0,9.42
400.0,110.986,200.0,180.0,0.0,0.0,9.43
400.0,111.236,200.0,180.0,0.0,0.0,9.44
400.0,111.486,200.0,180.0,0.0,0.0,9.45
400.0,111.737,200.0,180.0,0.0,0.0,9.46
400.0,111.987,200.0,180.0,0.0,0.0,9.47
400.0,112.237,200.0,180.0,0.0,0.0,9.48
400.0,112.487,200.0,180.0,0.0,0.0,9.49
400.0,112.738,200.0,180.0,0.0,0.0,9.5
400.0,112.988,200.0,180.0,0.0,0.0,9.51
400.0,113.238,200.0,180.0,0.0,0.0,9.52
400.0,113.488,200.0,180.0,0.0,0.0,9.53
400.0,113.739,200.0,180.0,0.0,0.0,9.54
400.0,113.989,200.0,180.0,0.0,0.0,9.55
400.0,114.239,200.0,180.0,0.0,0.0,9.56
400.0,114.489,200.0,180.0,0.0,0.0,9.57
400.0,114.74,200.0,180.0,0.0,0.0,9.58
400.0,114.99,200.0,180.0,0.0,0.0,9.59
400.0,115.24,200.0,180.0,0.0,0.0,9.6
400.0,115.49,200.0,180.0,0.0,0.0,9.61
400.0,115.741,200.0,180.0,0.0,0.0,9.62
400.0,115.991,200.0,180.0,0.0,0.0,9.63
400.0,116.241,200.0,180.0,0.0,0.0,9.64
400.0,116.491,200.0,180.0,0.0,0.0,9.65
400.0,116.742,200.0,180.0,0.0,0.0,9.66
400.0,116.992,200.0,180.0,0.0,0.0,9.67
400.0,117.242,200.0,180.0,0.0,0.0,9.68
400.0,117.492,200.0,180.0,0.0,0.0,9.69
400.0,117.743,200.0,180.0,0.0,0.0,9.7
400.0,117.993,200.0,180.0,0.0,0.0,9.71
400.0,118.243,200.0,180.0,0.0,0.0,9.72
400.0,118.493,200.0,180.0,0.0,0.0,9.73
400.0,118.744,200.0,180.0,0.0,0.0,9.74
400.0,118.994,200.0,180.0,0.0,0.0,9.75
