x,y,z,rx,ry,rz
386.17100759125543,-33.852926994099555,200.0,180,0,0
385.7234826360744,-34.484251998316495,200.0,180,0,0
385.10289237510756,-35.018637894842215,200.0,180,0,0
384.86746759855174,-35.3619195816233,200.0,180,0,0
384.4529227533256,-35.81207603027543,200.0,180,0,0
384.15756958503664,-36.179223835277995,200.0,180,0,0
383.6244752346944,-36.39258052597768,200.0,180,0,0
383.32823908015143,-36.50938489844327,200.0,180,0,0
382.9962018465823,-36.779932036529615,200.0,180,0,0
382.7921173483669,-36.98309319888297,200.0,180,0,0
382.29745010110486,-37.091484900656155,200.0,180,0,0
381.94256989847105,-36.929281115660864,200.0,180,0,0
